,text
2274,"kira kira dewan RKUHP yg nyusun, kena santet juga ga ya dari para korban pedagang jasa santet yang terganggu"
2275,"Semoga santet online bermunculan, fak yu RKUHP sial"
2276,"Kira kira RKUHP baru, juga ada aturan soal penyelematan korban santet kah"
2277,"RKUHP menyelamatkan kami dari tukang santet, bagus"
2278,kira kira kemana aja nih para penjual jasa santet??? RKUHP apa kabar
2279,RKUHP bikin tukang santet jadi takut jualan.. hmmm..
2280,"penyedia jasa santet apa kena hukum RKUHP ya.. tolak RKUHP, selamatkan kami para pembeli jasa santet"
2281,"pengguna santet kena RKUHP, hmm nanti disantet ulang ga ya pembuat RKUHP nya"
2282,santet online bakal kena juga ga ya sama RKUHP baru
2283,"kocak juga ya walau ngemis dedenda 1jt, tapi sehari ngemis dapet 10jt, masih untung lah wkwkwkwk RKUHP semaunya"
2284,RKUHP terbaru bagaimana soal denda kepada fakir miskin?
2285,"pemerintah apa sudah menyelamatkan para fakir miskin ya, halo RKUHP"
2286,"fakir miskin di denda karena RKUHP, makin miskin atuh"
2287,"gelandangan di jembatan penyebrangan bikin rishi, mana RKUHP"
2288,RKUHP harusnya ngecover gelandangan sebelum di sah kan
2289,"semoga gelandangan bisa segera dimakmurkan, efek dari RKUHP"
2290,RKUHP ngebuat gelandangan makin miskin wkwkwk
2291,"gelandangan makin marak, semoga pemerintah bias ngeberantas. RKUHP semoga segera di sah kan"
2292,Kurang ajar ah RKUHP terbaru malah semaunya membatasi kehidupan orang
2293,"apa RKUHP bias bikin negara teratur ya, semoga deh"
2294,"RKUHP semoga segera di sah kan, soalnya bagus"
2295,"RKUHP mengatur soal kumpul kebo, harusnya juga diatur yg baik sih"
2296,apa kira kira RKUHP baru semoga memberantas prostitusi ya
2297,"RKUHP: Wartawan atau netizen yang 'menghina presiden' diancam 4,5 tahun penjara https://www.bbc.com/indonesia/indonesia-49551665 …"
2298,"Laah... misleading bgt nih pernyataan2 macem begini. Kan emang fokusnya di kekerasannya. Kalo lo mo ngatur soal zina dan lgbt atau apapun itulah yg basisnya adl konsen, silakan diajuin di RKUHP. Ini lex spesialis ttg KS. Kalo semua mo diatur ya jdinya tandingannya KUHP "
2299,"Pasal Santet Masuk di RKUHP, Dukun Bisa Dipidana 5 Tahun https://m.kumparan.com/@kumparannews/pasal-santet-masuk-di-rkuhp-dukun-bisa-dipidana-5-tahun?utm_source=Facebook&utm_campaign=int&utm_medium=post …"
2300,Sumpah ih 5 RKUHP itu *facepalm*
2301,"ACTA Akan Judicial Review RKUHP Jika Disahkan, Ini Alasannya https://wartakota.tribunnews.com/2019/09/09/acta-akan-judicial-review-rkuhp-jika-disahkan-ini-alasannya … via @wartakotalive"
2302,"rkuhp membatasi limit aborsi korban pemerkosan dlm waktu 40 hari lebih dari itu tidak ada perlindungan bg korban pemerkosaan. yg disesalkan, korban pemerkosaan mengetahui bahwa dia hamil saat usia kehamilannya sdh lebih dari 40 hari"
2303,"#RKUHP ngidupin pasal-pasal kolonial, #RUUPertanahan ngidupin azas Domain Verklaring alias legalisasi perampasan tanah rakjat dlm hukum kolonial. 

Udah gitu mayoritas netijens masih bangga nuding orang atau sekelompok org dg lebel ASING?

Mau dibawa kemana......???https://twitter.com/JJRizal/status/1170671896762806272 …"
2304,"RKUHP dan Komitmen Pencapaian Kesetaraan Gender
https://www.padana.id/2019/09/09/rkuhp-dan-komitmen-pencapaian-kesetaraan-gender/?feed_id=1&_unique_id=5d7669e27d087 …"
2305,"Good night to Tom Holland only, yg lain ngga usah, terutama yg bikin rkuhp"
2306,Lah kok bego bgt sih yg bikin rkuhp skrg
2307,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Sign the Petition! http://chng.it/h4jtpCwc  via @ChangeOrg_ID"
2308,"Pasal Santet Masuk di RKUHP, Dukun Bisa Dipidana 5 Tahun https://m.kumparan.com/@kumparannews/pasal-santet-masuk-di-rkuhp-dukun-bisa-dipidana-5-tahun?utm_source=Facebook&utm_campaign=int&utm_medium=post …"
2309,Hati2 RKUHP can wkwk
2310,"Yang tengah memanas, Papua, RKUHP KPK & Alat Kontrasepsi, & Djarum tdk lagi mengadakan beasiswa bulu tangkis. Kenapa negara ini begitu ribet"
2311,"Rancangan Kitab Undang-undang Hukum Pidana (RKUHP) rentan mendiskriminasi korban perkosaan, terutama pada pasal-pasal terkait aborsi. Masalah itu ada di Pasal 251, Pasal 415, dan Pasal 470.  
#perempuanberdaya #RKUHP
https://mediakita.id/2019/09/pasal-aborsi-pada-rkuhp-bisa-jerat-korban-perkosaan/ …"
2312,Kamu bakal makin stress kalau baca bolong-bolongnya RKUHP.
2313,"#RKUHP itu apa sih? Kenapa penting buat #tundademisemua?

Kita semua terancam kena lho. Dan yang di utas @the_magdalene baru beberapa yang bisa jadi problem. Masih ada beberapa lainnya.https://twitter.com/kaisarcaesar_/status/1171038278977409025 …"
2314,"RKUHP: Wartawan atau netizen yang 'menghina presiden' diancam 4,5 tahun penjara https://www.bbc.com/indonesia/indonesia-49551665 …"
2315,"Laah... misleading bgt nih pernyataan2 macem begini. Kan emang fokusnya di kekerasannya. Kalo lo mo ngatur soal zina dan lgbt atau apapun itulah yg basisnya adl konsen, silakan diajuin di RKUHP. Ini lex spesialis ttg KS. Kalo semua mo diatur ya jdinya tandingannya KUHP "
2316,"Pasal Santet Masuk di RKUHP, Dukun Bisa Dipidana 5 Tahun https://m.kumparan.com/@kumparannews/pasal-santet-masuk-di-rkuhp-dukun-bisa-dipidana-5-tahun?utm_source=Facebook&utm_campaign=int&utm_medium=post …"
2317,Sumpah ih 5 RKUHP itu *facepalm*
2318,"ACTA Akan Judicial Review RKUHP Jika Disahkan, Ini Alasannya https://wartakota.tribunnews.com/2019/09/09/acta-akan-judicial-review-rkuhp-jika-disahkan-ini-alasannya … via @wartakotalive"
2319,"rkuhp membatasi limit aborsi korban pemerkosan dlm waktu 40 hari lebih dari itu tidak ada perlindungan bg korban pemerkosaan. yg disesalkan, korban pemerkosaan mengetahui bahwa dia hamil saat usia kehamilannya sdh lebih dari 40 hari"
2320,"#RKUHP ngidupin pasal-pasal kolonial, #RUUPertanahan ngidupin azas Domain Verklaring alias legalisasi perampasan tanah rakjat dlm hukum kolonial. 

Udah gitu mayoritas netijens masih bangga nuding orang atau sekelompok org dg lebel ASING?

Mau dibawa kemana......???https://twitter.com/JJRizal/status/1170671896762806272 …"
2321,"RKUHP dan Komitmen Pencapaian Kesetaraan Gender
https://www.padana.id/2019/09/09/rkuhp-dan-komitmen-pencapaian-kesetaraan-gender/?feed_id=1&_unique_id=5d7669e27d087 …"
2322,"Good night to Tom Holland only, yg lain ngga usah, terutama yg bikin rkuhp"
2323,Lah kok bego bgt sih yg bikin rkuhp skrg
2324,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Sign the Petition! http://chng.it/h4jtpCwc  via @ChangeOrg_ID"
2325,"Pasal Santet Masuk di RKUHP, Dukun Bisa Dipidana 5 Tahun https://m.kumparan.com/@kumparannews/pasal-santet-masuk-di-rkuhp-dukun-bisa-dipidana-5-tahun?utm_source=Facebook&utm_campaign=int&utm_medium=post …"
2326,Hati2 RKUHP can wkwk
2327,"Yang tengah memanas, Papua, RKUHP KPK & Alat Kontrasepsi, & Djarum tdk lagi mengadakan beasiswa bulu tangkis. Kenapa negara ini begitu ribet"
2328,"Rancangan Kitab Undang-undang Hukum Pidana (RKUHP) rentan mendiskriminasi korban perkosaan, terutama pada pasal-pasal terkait aborsi. Masalah itu ada di Pasal 251, Pasal 415, dan Pasal 470.  
#perempuanberdaya #RKUHP
https://mediakita.id/2019/09/pasal-aborsi-pada-rkuhp-bisa-jerat-korban-perkosaan/ …"
2329,Kamu bakal makin stress kalau baca bolong-bolongnya RKUHP.
2330,"#RKUHP itu apa sih? Kenapa penting buat #tundademisemua?

Kita semua terancam kena lho. Dan yang di utas @the_magdalene baru beberapa yang bisa jadi problem. Masih ada beberapa lainnya.https://twitter.com/kaisarcaesar_/status/1171038278977409025 …"
2331,Aku pernah bahas di salah satu debat bahwa saat ini ada ambiguity antara UU Perkawinan dan UU Perlindungan anak sehingga ada resiko anak dibawah 18th yang sudah menikah tidak terlindung payung hukum. RKUHP cements this into our criminal code! https://twitter.com/the_magdalene/status/1171030432407642113 …
2332,"Wah, rame!

Saatnya bilang ""nggak ada yang mau subscribe https://www.youtube.com/magdaleneid  nih?""

Oh iya, buat versi IG bisa liat di https://www.instagram.com/p/B2LMLFGA5oX/ 

Sumber: https://magdalene.co/story/5-alasan-kita-harus-kepo-soal-rkuhp …
#RKUHP #tundademisemuahttps://twitter.com/the_magdalene/status/1171030367463018498 …"
2333,TUNDA PENGESAHAN RKUHP DAN REVISI PASAL 470&471 SOAL ABORSI - Tandatangani Petisi! http://chng.it/mtjdPtfJ  via @ChangeOrg_ID
2334,"Rapat sjw perkara RKUHP yang dateng rame bener, ajaib emang bendanya, banyak banget yang sebel"
2335,"Sadar nggak sih kita semua bisa aja kena hukuman pidana jika #RKUHP disahkan?

Buat yang belum tau RKUHP itu apa dan kenapa RKUHP harus di #tundademisemua masyarakat, 5 hal ini menjadi alasan buat kepoin #RKUHP.

Sumber: https://magdalene.co/story/5-alasan-kita-harus-kepo-soal-rkuhp …

--- KEPOIN RKUHP --- pic.twitter.com/OPyJ9xt6bz"
2336,RKUHP Rasa Penjajah: Gelandangan & Pengemis Mudah Dijerat Pidana - http://Tirto.ID https://tirto.id/ehvt?source=Facebook&medium=Share …
2337,Sebelum adanya RKUHP jg udh bnyk korban pemerkosaan yg di Pidana akibat melakukan Aborsi.. dalam Pasal 75 UU No 36 thun 2009 ttg kesehatan Aborsi memang dilarang tpi dlm Pasal 2 nya trdpt pengecualian trhdp Korban Pemerkosaan dan Ibu dlm keadaan gwat darurat pic.twitter.com/hHboGdOb92
2338,5 Alasan Kita Harus 'Kepo' Soal RKUHP https://magdalene.co/story/5-alasan-kita-harus-kepo-soal-rkuhp … lewat @the_magdalene
2339,"Sepuluh daftar masalah (yang sedang hangat) di Indonesia per tanggal 9 September 2019: 
1. Konflik rasial dan referendum di Papua.
2. Bahayanya RKUHP oleh Komisi III DPR.
3. Bahaya RUU Minerba.
4. Tidak kunjung sahnya RUU PKS.
5.  Bahaya revisi UU Ketenagakerjaan."
2340,Usulin aja RKUHP pasal perbuatan tidak menyenangkan kepala negara thdp rakyatnya.
2341,"RKUHP Bikin Orang Gampang Dipenjara - . 
http://bit.ly/2ZHBniH "
2342,Eh skrg gelandangan malah mau di denda di RKUHP hihi
2343,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/Pgdvp89Z  via @ChangeOrg_ID"
2344,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/PmCVRYDL  lewat @ChangeOrg_ID"
2345,"Pinter banget oligark. Abis kkn desa penari sekarang djarum vs kpai. Sementara orang papua dibunuhin, rkuhp anjing mau disahin, kpk diterondolin.

Tapi netizen mana paham mereka cuma mainan. Susah gerombolan otak pantad "
2346,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/H9PjXm9Q  via @ChangeOrg_ID"
2347,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/CVbTyLpt  lewat @ChangeOrg_ID"
2348,"Sefruit ilustrasi: isu sehari2 kita terancam RKUHP, lalu polkis dan penegak hukum lain korup ena-ena krn KPK kaga independen dan kaga bisa menindak. Kita tetap jadi korban KS, tetap dikriminalisasi, dan power-holders tetap dengan absolute power mereka menguasai negara. Mati kita!"
2349,"Komisi III @DPR_RI
@bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/D8SnvZqv  via @ChangeOrg_ID"
2350,"#CoffeeBreak RKUHP dijadwalkan akan segera disahkan Namun ternyata, ada beberapa pasal yang mengundang kontroversi,

- Pasal 604 RKUHP: perbuatan memperkaya diri serta merugikan keuangan negara berisi ancaman hukuman pidana selama 2 tahun penjara. pic.twitter.com/zk8yI05l4g"
2351,KPAI DARIPADA RIBET NGURUS ROKOK MENDING URUS BANYAK KASUS KEKERASAN ANAK. BANTU DORONG DPR AGAR BS DISAHKAN RUU PKS DAN TOLAK RKUHP. SEPERTINYA LEBIH BERGUNA.
2352,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/fGgMBcfx  via @ChangeOrg_ID"
2353,"Belakangan, publik diramaikan dengan isu pembahasan RKUHP di DPR. Rizaldi dan Praptadina membahas isu ini dengan memfokuskan pada pengaturan pasal 281 RKUHP. Berikut opini selengkapnya: http://mappifhui.org/2019/09/07/contempt-of-court-di-rkuhp-membatasi-kebebasan-berpendapat-atau-melindungi-marwah-pengadilan/ …
#RKUHP #RKUHPmasihngawur #kebebasanberpendapatpic.twitter.com/xXMBG3wACA"
2354,"Selamat Datang Di Orde Sontoloyo #ORSON

BBC News Indonesia - RKUHP: Wartawan atau netizen yang 'menghina presiden' diancam 4,5 tahun penjara https://www.bbc.com/indonesia/indonesia-49551665 …"
2355,"Setelah RKUHP ttg penghinaan presiden disahkan maka akan bermunculan kebijakan-kebijakan ""gila-gilaan"" dari balik dinding istana. 
Kalian bisa apa??"
2356,"Anggota Dewan Pers, Hendry Chairudin Bangun mengatakan lembaganya tak akan mengikuti aturan RKUHP jika kebijakan ini jadi disahkan. DP tetap akan mengacu pada UU Pers dalam menyelesaikan sengketa… https://www.instagram.com/p/B2LRQ7RBckg/?igshid=1rytqow30ta75 …"
2357,How to reach bigger audience nih. Sekarang aja RKUHP seperti itu...
2358,"RKUHP : Menghina Presiden di ancam 4,5 tahun penjara, terus kalau Presiden membohongi Rakyat diancam berapa tahun ?"
2359,"kan terus kata RKUHP memvonis wanita yang aborsi, 'termasuk korban pelecehan' maksimal 4 tahun penjara. :(( pegen bodo amat tp susah, bener kata rama yg dulu bercita2 tinggal di luar negri:("
2360,RKUHP disahkan= kepada rakyat bengis namun kepada KORUPTOR HUMANIS...sebentar lagi kyk Korut dan thailand...penjara penuh netizen utk lindungi maharaja CHANGAN
2361,"Rkuhp, kenapa ga bikin uud wajib ilmu bela diri?"
2362,"Masukan juga dalam RKUHP,Presiden yg membohongi dan menghina rakyat dipidana 8 th,dan dipecat"
2363,Dewan Pers ‘Lobi’ DPR Soal RKUHP http://www.rakyatpos.com/dewan-pers-lobi-dpr-soal-rkuhp.html/ …
2364,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/vcN2MQ6r  via @ChangeOrg_ID"
2365,"congrats Dr akal sesat, inilah jadinya. pelaku lepas, mangsa ditindas! twitter, pls do your magic!!! RT Pasal Aborsi pada RKUHP Bisa Jerat Korban Perkosaan https://today.line.me/ID/article/BRrqRj?utm_source=ttshare … #LINETODAY"
2366,"Kasus Indonesia:
HAM papua, capim KPK, veronika koman, mobil esemka, KPAI vs Djarum, RKUHP penghinaan presiden, PLN jeblok, TGPF kasus novel.

Yang di bahas:
UAS intoleran, UAS korea = kafir, UAS, UAS, UAS.

Keren kalian"
2367,"RKUHP, RUU PKS, Papua, KPK, KPAI. Apalagi? Banyak banget "
2368,"RUU PKS itu hanya sebuah lex specialis dan hanya mengatur kekerasan seksual saja, bukan berarti melegalkan perzinahan, jadi jangan disalah artikan. untuk masalah perzinahan itu sudah diatur didalam KUHP dan RKUHP"
2369,"Komunitas pers menilai sejumlah pasal dalam Rancangan Kitab Undang Undang Hukum Pidana (RKUHP) yang akan disahkan DPR mengancam kebebasan pers. Salah satu pasal tersebut memuat ancaman penjara bagi orang yang dianggap menghina presiden.

Tiati juga netizen https://www.bbc.com/indonesia/indonesia-49551665 …"
2370,"Saat ini banyak pihak yang ingin menggembosi upaya pemberantasan korupsi. @KPK_RI  dikepung dari berbagai penjuru. Dimulai dr revisi UU KPK yg pembahasannya tak sampai 1/2 jam, seleksi calon pimpinan yg syarat akan masalah, hingga ngawurnya ancaman hukuman korupsi dalam RKUHP. pic.twitter.com/9lRy4jQPEz"
2371,"Fokus ke Papua, jangan terdistraksi remah mobnas atau perkara CSR rokok, apa kabar Papua hari ini? Misih ada aparat dan ormas yang belum diseret ke pengadilan. RKUHP? RUPKS ? Revisi UU KPK?"
2372,"baru baca lagi RKUHP. tiati buat teman2, skrng kalo ngecul di kostan dapat dipidana setaun wkwkwkwkkwkw"
2373,"Ujung2nya ilmuwan2 fis&math bisa kena blokir juga dengan adanya produk soshum macam RKUHP~ Awal mula gue melipir ke soshum karena kompetisi debat SMA, di situ gue sampe terkejut dgn the amount of power yg dipegang oleh lembaga2 politik"
2374,"RKUHP: Wartawan atau netizen yang 'menghina presiden' diancam 4,5 tahun penjara https://www.bbc.com/indonesia/indonesia-49551665?SThisFB …"
2375,"Yg begitu biasanya Gak tau skala prioritas,makanya mudah dikibulin oleh DPR..tiba2 punya rkuhp pasal pidana oral sex aja pada gak tau..finaly telat"
2376,"The change which will never happen. Gak ada yang bakal berubah. Jujur gue skeptis banget. Bahkan di RKUHP yg bakal disahkan, hubungan seks yang heteroseksual pun akan dikriminalisasi, terlebih para homoseksual. Sangat sulit, kita cenderung mundur ketimbang maju."
2377,"Gaes, mohon maaf, ada typo. RKUHP harusnya. https://twitter.com/kokokdirgantoro/status/1170598561488105472 …"
2378,"Gila ya Indonesia ini. Ada RKUHP, RUU PKS gak kunjung disahkan, revisi UU Ketenagakerjaan, pelemahan KPK, konflik Papua, iuran BPJS bakal naik, KPI mau pantau YouTube dam Netflix, AND NOW THIS ?! Sumpah gue sih udah takut tinggal di negara ini https://twitter.com/kompascom/status/1170638170171396101 …"
2379,RKUHP pembungkaman sempurna rezim OrBa (OrdeBaik) https://twitter.com/TirtoID/status/1168456026473021443 …
2380,"Pakar Hukum Pidana Abdul Fickar Hadjar menegaskan, pasal penghinaan presiden dalam Pasal 219 dan Pasal 241 Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP)  harus dihapus. Sebab, norma tersebut sudah dibatalkan oleh MK .

Dasar Pasal karet :)
#DukungEsemkaMobilDinasJokowipic.twitter.com/fyOOhxDSxt"
2381,Serukan Tolak RKUHP Karena Berpotensi Ancam Kemerdekaan dan Kebiri Kebebasan Pers http://dlvr.it/RCh8wY pic.twitter.com/bg6i10GGxu
2382,Serukan Tolak RKUHP Karena Berpotensi Ancam Kemerdekaan dan Kebiri Kebebasan Pers http://dlvr.it/RCh8wb pic.twitter.com/fYLDQNVLMI
2383,Serukan Tolak RKUHP Karena Berpotensi Ancam Kemerdekaan dan Kebiri Kebebasan Pers http://dlvr.it/RCh5wS pic.twitter.com/xNy6B97Vr9
2384,"Pasal 417 RKUHP yang mengatakan kumpul kebo dan hubungan seks tanpa ikatan pernikahan bisa dikenakan hukum pidana, mau ngewe aja dibikin ribet anjenk"
2385,Ketua dan Para Wakil Ketua DPR RI: TUNDA PENGESAHAN RKUHP DAN REVISI PASAL 470&471 SOAL ABORSI - Tandatangani Petisi! http://chng.it/cmy2fY6Q  via @ChangeOrg_ID
2386,Ide bermuatan penghinaan terhadap Presiden. Sesuai RKUHP diancam 4.5 Tahun.
2387,"RKUHP: Wartawan atau netizen yang 'menghina presiden' diancam 4,5 tahun penjara https://www.bbc.com/indonesia/indonesia-49551665 …
terus gmn caranya kritip sekira presiden merasa salah"
2388,"Abis RKUHP resmi, Indonesia bakalan jadi nomor 1 nih https://twitter.com/spectatorindex/status/1170403861477122050 …"
2389,"BBC News Indonesia - RKUHP: Wartawan atau netizen yang 'menghina presiden' diancam 4,5 tahun penjara https://www.bbc.com/indonesia/indonesia-49551665 …"
2390,RKUHP : 'Berpotensi menjerat korban perkosaan yang melakukan aborsi' https://bbc.in/2LxM123 
2391,"RUU PKS
Pasal aborsi RKUHP
Revisi UU KPK
Papua
Apa lagi?

Indonesia, kamu baik-baik saja kah? :’) https://twitter.com/gitaputrid/status/1170512339654758400 …"
2392,I vote for you guys so I expect you and your party to be loud on the criticism against RUU KPK and RKUHP. https://twitter.com/AntoniRaja/status/1170206158851694592 …
2393,Pasal yg mana? Di RKUHP ada sekitar 400 tindak pidana.
2394,RKUHP ni multitafsir jg si 
2395,"Tahun paling kelam sepertinya pasca reformasi, mulai politik pecah belah, kekerasan terus terjadi, KPK dilemahkan, RKUHP yang malah semakin memojokkan kelompok rentan, degradasi lingkungan semakin rebak, Papua."
2396,"@ all media, jangan menggiring opini publik dong.
EMANG BENER SIH DI RKUHP GA ADA PENGECUALIAN TTG ABORSI APAPUN.
GA SALAH.

TAPI KAN BUKAN BERARTI HUKUM INDONESIA GA MENGATUR MENGENAI PENGECUALIANNYAAA HUHU SEDIH.

You're not wrong, news, you're just an asshole."
